이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
김진옥,경남,의령군,구시군의장선거,6,3,남,rem,62,,51.225,False,-2.717634939015197,1
오영호,경남,의령군,구시군의장선거,6,3,남,rem,64,,51.225,True,-0.24702300956789702,1
서진식,경남,의령군,구시군의장선거,6,3,남,rem,56,,51.225,False,-2.5077999037534813,1
차정섭,경남,함안군,구시군의장선거,6,1,남,con,63,,51.225,True,-0.03539580233810016,1
김용철,경남,함안군,구시군의장선거,6,3,남,rem,52,,,False,-0.4504240082548938,1
주점욱,경남,함안군,구시군의장선거,6,3,남,rem,45,,51.225,,-2.294968954397922,1
김충식,경남,창녕군,구시군의장선거,6,1,남,con,64,,51.225,True,1.0692928080660338,1
하강돈,경남,창녕군,구시군의장선거,6,3,남,rem,65,,51.225,False,-1.780455590799528,1
김영준,경남,창녕군,구시군의장선거,6,3,남,rem,66,,51.225,False,-2.4349033755160208,1
나동연,경남,양산시,구시군의장선거,6,1,남,con,58,,51.225,True,0.14292596024911872,1
김일권,,양산시,구시군의장선거,6,2,남,rem,62,정당인,51.225,False,,1
윤장우,경남,양산시,구시군의장선거,6,3,남,rem,58,,51.225,False,-3.0780638715039865,1
이강원,경남,양산시,구시군의장선거,6,3,남,rem,69,,51.225,False,-3.3839418637797616,1
윤상기,경남,하동군,구시군의장선거,6,3,남,rem,59,,51.225,,-1.1607574913628451,1
이정훈,경남,하동군,구시군의장선거,6,3,남,rem,43,정당인,51.225,False,-1.6094379124341005,1
,경남,하동군,구시군의장선거,6,3,남,rem,51,,51.225,False,-3.1166188158818566,1
황종원,경남,하동군,구시군의장선거,6,3,남,rem,48,,51.225,False,-2.640481718555935,1
양현석,경남,하동군,구시군의장선거,6,3,남,rem,62,,51.225,False,-1.3805837441455118,1
하만진,경남,하동군,구시군의장선거,6,3,남,rem,48,,51.225,False,-3.8554074306497497,1
이수영,경남,하동군,구시군의장선거,6,3,남,rem,46,,51.225,False,-1.4296688884899666,1
황규석,경남,하동군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.3024091693830133,1
박영일,경남,남해군,구시군의장선거,6,1,,con,59,정당인,51.225,True,-0.053479101955054176,1
문준홍,경남,남해군,구시군의장선거,6,3,남,rem,49,,51.225,False,-2.0363518578577264,1
정문석,경남,남해군,구시군의장선거,6,3,남,rem,58,,51.225,False,-3.8230692622223996,1
정현태,경남,남해군,구시군의장선거,6,3,남,rem,51,,51.225,False,-0.653545121925473,1
임창호,경남,함양군,구시군의장선거,6,1,남,con,61,,51.225,True,-0.03606662027310405,1
서춘수,경남,함양군,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.08242145219813976,1
허기도,경남,산청군,구시군의장선거,6,1,남,con,60,,51.225,True,,1
이종섭,경남,산청군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.7862310143611875,1
이홍기,경남,거창군,구시군의장선거,6,1,남,con,55,,51.225,True,0.22608277844215705,1
양동인,경남,거창군,구시군의장선거,6,3,남,rem,61,,51.225,False,-1.0575527221327203,1
백신종,경남,거창군,구시군의장선거,6,3,남,rem,61,,,False,-1.7220458208293044,1
하창환,경남,합천군,구시군의장선거,6,1,남,con,64,,51.225,True,0.9507051378674778,1
박경호,경남,합천군,구시군의장선거,6,3,남,rem,54,,51.225,False,-1.9855943110943892,1
조찬용,경남,합천군,구시군의장선거,6,3,남,rem,59,,51.225,,-2.0020650063829777,1
정창희,서울,종로구,구시군의장선거,5,1,남,con,63,,47.25,False,,3
김영종,서울,종로구,구시군의장선거,5,2,남,rev,56,,47.25,True,4.595119850134589,3
이태희,서울,종로구,구시군의장선거,5,3,남,rem,51,정당인,47.25,False,-3.662494008020321,3
김성은,서울,종로구,구시군의장선거,5,3,여,rem,44,,47.25,False,-2.7705726580834398,3
유미영,서울,종로구,구시군의장선거,5,3,여,rem,43,,47.25,False,-1.9850597920239703,3
황현탁,서울,중구,구시군의장선거,5,1,남,con,56,,47.25,False,,2
박형상,서울,중구,구시군의장선거,5,2,남,rev,50,,47.25,True,4.595119850134589,2
김길원,서울,중구,구시군의장선거,5,3,남,rev,68,,47.25,False,-3.1563208609353155,2
정동일,서울,중구,구시군의장선거,5,3,남,rem,55,,47.25,False,1.539410838299011,2
이학봉,서울,중구,구시군의장선거,5,3,남,rem,62,,47.25,False,-1.8415049454278647,2
지용훈,서울,용산구,구시군의장선거,5,1,남,con,49,정당인,47.25,False,,1
성장현,서울,용산구,구시군의장선거,5,2,남,rev,55,정당인,47.25,True,4.595119850134589,1
서정호,서울,용산구,구시군의장선거,5,,남,con,63,정당인,47.25,False,-2.0438452049131848,1
정재진,서울,용산구,구시군의장선거,5,3,남,rem,61,정당인,47.25,False,-2.8182291014010072,1
김복남,서울,용산구,구시군의장선거,5,3,남,rev,62,정당인,47.25,False,-3.7693202195711915,1
이호조,서울,성동구,구시군의장선거,5,1,남,con,65,,47.25,False,,2
고재득,서울,성동구,구시군의장선거,5,2,남,rev,64,정당인,47.25,True,4.595119850134589,2
구혜영,서울,광진구,구시군의장선거,5,1,여,con,46,,47.25,False,,2
김기동,서울,광진구,구시군의장선거,5,2,남,rev,63,정당인,47.25,True,4.595119850134589,2
조상훈,서울,광진구,구시군의장선거,5,3,남,rev,47,정당인,47.25,False,-1.2354407148650548,2
정송학,서울,광진구,구시군의장선거,5,3,남,rem,56,,47.25,False,1.0477352966886362,2
방태원,서울,동대문구,구시군의장선거,5,1,남,con,51,,47.25,False,,2
유덕열,서울,동대문구,구시군의장선거,5,2,남,rev,55,정당인,47.25,True,4.595119850134589,2
김영환,서울,동대문구,구시군의장선거,5,3,남,rem,72,,47.25,False,-2.6241779892157497,2
김재전,서울,동대문구,구시군의장선거,5,3,남,rem,66,,47.25,False,-2.317778420044061,2
문병권,서울,중랑구,구시군의장선거,5,1,남,con,60,,47.25,True,,3
김준명,서울,중랑구,구시군의장선거,5,2,남,rev,56,정당인,47.25,False,5.075393089437088,3
서찬교,서울,성북구,구시군의장선거,5,1,남,con,67,,47.25,False,,2
김영배,서울,성북구,구시군의장선거,5,2,남,rev,43,정당인,47.25,True,4.595119850134589,2
엄윤상,서울,성북구,구시군의장선거,5,3,남,rev,43,,47.25,False,-1.6096233134304996,2
김기성,서울,강북구,구시군의장선거,5,1,남,con,62,,47.25,False,,2
박겸수,서울,강북구,구시군의장선거,5,2,남,rev,50,정당인,47.25,True,4.595119850134589,
김영천,서울,도봉구,구시군의장선거,5,1,남,con,53,정당인,47.25,False,,2
이동진,서울,도봉구,구시군의장선거,5,2,남,rev,49,정당인,47.25,True,4.595119850134589,2
권중길,서울,도봉구,구시군의장선거,5,3,남,rem,58,정당인,47.25,False,-2.5384899876647298,2
손동호,서울,도봉구,구시군의장선거,5,3,남,rem,53,,47.25,False,-2.360529389352513,2
이노근,서울,노원구,구시군의장선거,5,1,남,con,56,,47.25,False,,2
김성환,서울,노원구,구시군의장선거,5,2,남,rev,44,정당인,47.25,True,4.595119850134589,2
김도백,서울,은평구,구시군의장선거,5,1,남,con,60,,47.25,False,,2
김우영,서울,은평구,구시군의장선거,5,2,남,rev,40,정당인,47.25,True,4.595119850134589,2
박수천,서울,은평구,구시군의장선거,5,3,남,rev,61,,47.25,False,-3.6185210613690466,2
노양학,서울,은평구,구시군의장선거,5,3,남,rem,68,,47.25,False,-2.2403528712698266,2
이해돈,서울,서대문구,구시군의장선거,5,1,남,con,55,,47.25,False,,2
문석진,서울,서대문구,구시군의장선거,5,2,남,rev,54,,47.25,True,4.595119850134589,2
권종수,서울,마포구,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,2
박홍섭,서울,마포구,구시군의장선거,5,2,남,rev,67,정당인,47.25,True,4.595119850134589,2
김철,서울,마포구,구시군의장선거,5,3,남,rev,45,정당인,47.25,False,-1.0033859398678195,2
권택상,서울,양천구,구시군의장선거,5,1,남,con,52,정당인,47.25,False,,3
이제학,서울,양천구,구시군의장선거,5,2,남,rev,,,47.25,True,4.595119850134589,3
,서울,양천구,구시군의장선거,5,3,남,rem,73,,47.25,False,-3.5468141463499014,3
추재엽,서울,양천구,구시군의장선거,5,3,남,rem,54,,47.25,False,4.595119850134589,3
김재현,서울,강서구,구시군의장선거,5,1,남,con,69,,47.25,False,,2
노현송,서울,강서구,구시군의장선거,5,2,남,rev,56,,47.25,True,4.595119850134589,2
김근미,서울,강서구,구시군의장선거,5,3,여,rev,49,정당인,47.25,False,-2.8655076748343613,2
양대웅,서울,구로구,구시군의장선거,5,1,남,con,68,,47.25,False,,2
이성,서울,구로구,구시군의장선거,5,2,남,rev,53,정당인,47.25,True,4.595119850134589,2
강신일,서울,구로구,구시군의장선거,5,3,남,rev,47,정당인,47.25,False,-2.762455639968993,2
이종학,서울,금천구,구시군의장선거,5,1,남,con,62,,47.25,False,,2
차성수,서울,금천구,구시군의장선거,5,2,남,rev,53,,47.25,True,4.595119850134589,2
김훈,서울,금천구,구시군의장선거,5,3,남,con,54,,47.25,False,-1.7979360072581343,2
이승무,서울,금천구,구시군의장선거,5,3,남,rev,51,정당인,47.25,False,-2.473681991160762,2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
김재전,서울,동대문구,구시군의장선거,6,3,남,rem,70,,51.225,False,-3.1722446589452,2
서동석,전북,군산시,구시군의장선거,6,3,남,rem,54,,51.225,False,-0.7213126497681304,2
정문석,경남,남해군,구시군의장선거,6,3,남,rem,58,,51.225,False,-3.8230692622223996,1
전화식,경북,성주군,구시군의장선거,7,3,남,rem,60,,74.43499999999997,False,,1
박병종,전남,고흥군,구시군의장선거,6,2,남,rem,60,,51.225,True,,2
박정현,충남,부여군,구시군의장선거,6,2,남,rem,49,정당인,51.225,False,,1
신장열,울산,울주군,구시군의장선거,6,1,남,con,61,,51.225,True,0.28595251077800937,1
강석우,경남,통영시,구시군의장선거,7,2,남,con,59,,74.43499999999997,False,,1
하태호,경남,고성군,구시군의장선거,6,3,남,rem,54,,51.225,False,-1.8994798750543167,1
박정현,충남,부여군,구시군의장선거,6,2,남,rem,49,정당인,51.225,False,,1
고진국,강원,영월군,구시군의장선거,6,2,남,rem,61,정당인,51.225,False,,1
엄윤상,서울,성북구,구시군의장선거,5,3,남,rev,43,,47.25,False,-1.6096233134304996,2
김재현,서울,강서구,구시군의장선거,5,1,남,con,69,,47.25,False,,2
임욱강,경북,고령군,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,1
양해경,경기,용인시,구시군의장선거,6,2,여,rem,60,,51.225,False,,3
김병수,경북,울릉군,구시군의장선거,7,2,남,con,63,정당인,74.43499999999997,True,,1
황춘자,서울,용산구,구시군의장선거,6,1,여,con,60,정당인,51.225,False,-0.22997952473248165,1
김영만,경북,군위군,구시군의장선거,6,3,남,rem,61,,51.225,True,0.05954205407544633,1
김태율,경북,청도군,구시군의장선거,7,1,남,rev,65,,74.43499999999997,False,,1
김원오,강원,동해시,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.3960730469629428,1
고남종,충남,예산군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.5883999607519881,1
박기봉,전북,임실군,구시군의장선거,6,3,남,rem,59,,51.225,False,-3.482306811607753,2
복철규,충남,청양군,구시군의장선거,6,1,남,con,66,정당인,51.225,False,-1.2188200200941617,1
정기완,서울,노원구,구시군의장선거,6,1,남,con,60,,51.225,False,,2
남상창,전남,신안군,구시군의장선거,6,3,남,rem,63,,51.225,False,-1.7315266130909377,2
김복남,서울,용산구,구시군의장선거,5,3,남,rev,62,정당인,47.25,False,-3.7693202195711915,1
곽세현,서울,서초구,구시군의장선거,6,2,남,rem,52,,51.225,False,,1
송귀근,전남,고흥군,구시군의장선거,7,3,남,rev,61,정당인,74.43499999999997,True,,2
서춘수,경남,함양군,구시군의장선거,7,3,남,rem,67,,74.43499999999997,True,,1
배성한,경남,산청군,구시군의장선거,7,3,남,rem,66,,74.43499999999997,False,,1
김대현,광주,남구,구시군의장선거,6,3,남,rem,42,,51.225,False,-2.095174664367061,2
박희진,서울,서대문구,구시군의장선거,6,3,여,rev,38,정당인,51.225,False,-3.7658520180450337,2
김상국,경기,용인시,구시군의장선거,6,3,남,rem,61,,51.225,False,-3.0156799113636867,3
임갑수,전남,화순군,구시군의장선거,6,3,남,rem,49,,51.225,False,-3.5860910508423656,2
이충국,전북,진안군,구시군의장선거,7,3,남,rev,63,정당인,74.43499999999997,False,,2
원창묵,강원,원주시,구시군의장선거,6,2,남,rem,53,,51.225,True,,3
박웅두,전남,곡성군,구시군의장선거,7,3,남,rev,49,,74.43499999999997,False,,2
조충훈,전남,순천시,구시군의장선거,6,3,남,rem,60,,51.225,True,-0.1106089063908667,2
김종영,전남,구례군,구시군의장선거,6,3,남,rem,56,,51.225,False,-2.1460075321898797,2
이상복,인천,강화군,구시군의장선거,6,3,남,rem,60,,51.225,True,-0.2069784775401905,3
안병용,경기,의정부시,구시군의장선거,6,2,남,rem,58,,51.225,True,,3
구인모,경남,거창군,구시군의장선거,7,2,남,con,58,정당인,74.43499999999997,True,,1
허석,전남,순천시,구시군의장선거,7,1,남,rev,53,,74.43499999999997,True,,2
박겸수,서울,강북구,구시군의장선거,6,2,남,rem,54,,51.225,False,,2
이홍곤,경남,하동군,구시군의장선거,7,1,남,rev,52,,74.43499999999997,False,,1
이승훈,충북,청주시,구시군의장선거,6,1,남,con,59,정당인,51.225,True,0.051752693232615374,1
하은호,경기,군포시,구시군의장선거,6,1,남,con,53,,51.225,False,-0.4122864557704219,2
최영조,경북,경산시,구시군의장선거,6,1,남,con,59,,51.225,True,0.5196647789060999,1
김연선,서울,중구,구시군의장선거,6,3,여,rem,58,,51.225,False,-3.1490963719933016,2
하은호,경기,군포시,구시군의장선거,6,1,남,con,53,,51.225,False,-0.4122864557704219,2
정태원,경북,울릉군,구시군의장선거,6,3,남,rem,61,,51.225,False,-0.9309141645674698,1
김기성,서울,강북구,구시군의장선거,5,1,남,con,62,,47.25,False,,2
송순임,부산,남구,구시군의장선거,6,3,여,rem,58,,51.225,False,-2.1743430723880426,1
양기대,경기,광명시,구시군의장선거,6,2,남,rem,51,정당인,51.225,True,,2
윤경희,경북,청송군,구시군의장선거,7,2,남,con,58,정당인,74.43499999999997,True,,1
강대식,대구,동구,구시군의장선거,6,1,남,con,54,,51.225,True,1.220009559656344,1
제종길,경기,안산시,구시군의장선거,6,2,남,rem,59,,51.225,True,,2
하금성,서울,동작구,구시군의장선거,6,3,남,rem,63,,51.225,False,-5.1429836452953275,3
류한국,대구,서구,구시군의장선거,6,1,남,con,60,정당인,51.225,True,0.011159337509916096,1
김주영,경북,영주시,구시군의장선거,7,3,남,rem,69,,74.43499999999997,False,,1
이석우,경기,남양주시,구시군의장선거,6,1,남,con,66,,51.225,True,-0.04030898564383606,2
성백영,경북,상주시,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.4834532196785434,1
정상원,부산,동래구,구시군의장선거,6,2,남,rem,51,,51.225,False,,1
박희주,경북,김천시,구시군의장선거,7,3,남,rem,49,,74.43499999999997,False,,1
홍미영,인천,부평구,구시군의장선거,6,2,여,rem,58,,51.225,True,,2
문동신,전북,군산시,구시군의장선거,6,2,남,rem,76,,51.225,True,,2
이송환,전남,목포시,구시군의장선거,6,3,남,rev,42,,51.225,False,-3.5568438734954784,2
이병환,경북,성주군,구시군의장선거,7,2,남,con,59,정당인,74.43499999999997,True,,1
정용회,전북,군산시,구시군의장선거,6,1,남,con,61,정당인,51.225,False,-2.190225226114777,2
이용우,충남,부여군,구시군의장선거,6,1,남,con,53,,51.225,True,0.6784220918300249,1
하학열,경남,고성군,구시군의장선거,6,1,남,con,55,정당인,51.225,True,-0.3436702882441581,1
박영기,경북,문경시,구시군의장선거,7,1,남,rev,62,,74.43499999999997,False,,1
강현석,경기,고양시,구시군의장선거,6,1,남,con,61,정당인,51.225,False,-0.18616967599697515,2
심정우,전남,여수시,구시군의장선거,7,2,남,con,58,,74.43499999999997,False,,2
박병종,전남,고흥군,구시군의장선거,6,2,남,rem,60,,51.225,True,,2
원경묵,강원,원주시,구시군의장선거,6,1,남,con,55,,51.225,False,-0.08463671710147996,3
김선길,부산,남구,구시군의장선거,6,3,남,rem,56,,51.225,False,-1.861514683428568,1
이권재,경기,오산시,구시군의장선거,6,1,남,con,50,,51.225,False,-0.6591423415986358,2
조길우,부산,동래구,구시군의장선거,6,3,남,rem,70,,51.225,False,-1.5225998879066067,1
유현주,전남,광양시,구시군의장선거,6,3,여,rev,43,정당인,51.225,False,-2.23782463843935,2
박형우,인천,계양구,구시군의장선거,6,2,남,rem,56,,51.225,True,,2
황승일,경북,영덕군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.004915676893168,1
노박래,충남,서천군,구시군의장선거,6,1,남,con,64,,51.225,True,0.14220708869345702,1
박종수,서울,중랑구,구시군의장선거,6,3,남,rem,61,,51.225,False,-3.0219367026884902,3
안원효,경북,안동시,구시군의장선거,7,3,남,rem,67,,74.43499999999997,False,,1
홍성열,충북,증평군,구시군의장선거,6,2,남,rem,59,,51.225,True,,3
한병옥,전북,정읍시,구시군의장선거,7,3,남,rev,47,,74.43499999999997,False,,2
김기철,서울,강서구,구시군의장선거,6,1,남,con,60,정당인,51.225,False,-0.4203771799303717,2
김종필,충북,진천군,구시군의장선거,6,1,남,con,50,정당인,51.225,False,-0.3579474330528141,3
이석기,서울,도봉구,구시군의장선거,6,1,남,con,65,,51.225,False,-0.4189239502769771,2
김종규,경남,창녕군,구시군의장선거,7,3,남,rem,69,,74.43499999999997,False,,1
고길호,전남,신안군,구시군의장선거,7,3,남,rem,73,,74.43499999999997,False,,2
성백영,경북,상주시,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.4834532196785434,1
이윤행,전남,함평군,구시군의장선거,7,3,남,rev,52,,74.43499999999997,True,,2
심민,전북,임실군,구시군의장선거,7,3,남,rem,70,,74.43499999999997,True,,2
박희남,충북,음성군,구시군의장선거,6,2,남,rem,59,,51.225,False,,3
김현욱,경북,울릉군,구시군의장선거,7,3,남,rem,66,,74.43499999999997,False,,1
허기도,경남,산청군,구시군의장선거,7,1,남,rev,64,,74.43499999999997,False,,1
강명룡,경기,고양시,구시군의장선거,6,3,남,rev,45,,51.225,False,-4.273262405348665,2
조규일,경남,진주시,구시군의장선거,7,2,남,con,53,,74.43499999999997,True,,1
한기남,충남,서산시,구시군의장선거,6,2,남,rem,45,,51.225,False,,1
신현국,경북,문경시,구시군의장선거,6,3,남,rem,62,,51.225,False,-0.7673286815848117,1
고재득,서울,성동구,구시군의장선거,5,2,남,rev,64,정당인,47.25,True,4.595119850134589,2
김선환,충남,공주시,구시군의장선거,6,3,남,rem,62,,51.225,False,-2.3220674787338598,1
이진훈,대구,수성구,구시군의장선거,6,1,남,con,57,,51.225,True,0.8950538379214019,1
황상조,경북,경산시,구시군의장선거,6,3,남,rem,54,,51.225,False,-0.592431146328062,1
장화순,충남,천안시,구시군의장선거,6,3,남,rem,62,,51.225,False,-4.788770721335798,2
황승일,경북,영덕군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.004915676893168,1
김일권,경남,양산시,구시군의장선거,6,2,남,rem,62,정당인,51.225,False,,1
구인모,경남,거창군,구시군의장선거,7,2,남,con,58,정당인,74.43499999999997,True,,1
김형오,경기,고양시,구시군의장선거,6,3,남,rem,61,,51.225,False,-4.081466766475598,2
윤차원,충남,계룡시,구시군의장선거,6,3,남,rem,60,,51.225,False,-1.5047024749313935,1
김정섭,충남,공주시,구시군의장선거,6,2,남,rem,48,정당인,51.225,False,,1
이양호,경북,구미시,구시군의장선거,7,2,남,con,59,정당인,74.43499999999997,False,,1
전광우,부산,동래구,구시군의장선거,6,1,남,con,54,정당인,51.225,True,-0.15538555367035048,1
오근화,경북,성주군,구시군의장선거,7,3,남,rem,64,,74.43499999999997,False,,1
황숙주,전북,순창군,구시군의장선거,7,1,남,rev,70,,74.43499999999997,True,,2
이창균,경북,포항시,구시군의장선거,6,3,남,rem,54,,51.225,False,,1
심상박,경북,청송군,구시군의장선거,7,3,남,rem,62,,74.43499999999997,False,,1
홍성주,충북,제천시,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.3084292073326527,1
장상진,전북,전주시,구시군의장선거,6,3,남,rem,57,,51.225,False,-2.850350262270301,2
박종규,경북,안동시,구시군의장선거,6,3,남,rev,50,,51.225,False,-3.2621381606317783,1
배한극,경남,함안군,구시군의장선거,7,3,남,rem,65,,74.43499999999997,False,,1
김용철,경남,함안군,구시군의장선거,6,3,남,rem,52,,51.225,False,-0.4504240082548938,1
이성호,충남,공주시,구시군의장선거,6,3,남,rem,48,,51.225,False,-3.7659008953474338,1
조재환,전남,장흥군,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,2
장영수,전북,장수군,구시군의장선거,6,2,남,rem,46,정당인,51.225,False,,2
윤경희,경북,청송군,구시군의장선거,7,2,남,con,58,정당인,74.43499999999997,True,,1
김해연,경남,거제시,구시군의장선거,6,3,남,rem,47,,51.225,False,-0.490339646087595,1
한병락,전북,임실군,구시군의장선거,6,3,남,rem,60,,51.225,False,-2.6287776448951634,2
양동인,경남,거창군,구시군의장선거,6,3,남,rem,61,,51.225,False,-1.0575527221327203,1
이석기,서울,도봉구,구시군의장선거,6,1,남,con,65,,51.225,False,-0.4189239502769771,2
이흥수,인천,동구,구시군의장선거,6,1,남,con,53,,51.225,True,-0.1306357190803032,1
전용철,인천,동구,구시군의장선거,6,3,남,rem,53,,51.225,False,-1.9847287140096983,1
황명선,충남,논산시,구시군의장선거,6,2,남,rem,47,,51.225,True,,1
정경식,경기,연천군,구시군의장선거,6,3,남,rem,56,,51.225,False,-2.233706422386565,1
이은권,대전,중구,구시군의장선거,6,1,남,con,55,정당인,51.225,False,-0.22532363980712186,3
백신종,경남,거창군,구시군의장선거,6,3,남,rem,61,,51.225,False,-1.7220458208293044,1
조은희,서울,서초구,구시군의장선거,6,1,여,con,53,,51.225,False,-0.03201282015779683,1
김규성,서울,성북구,구시군의장선거,6,1,남,con,51,정당인,51.225,False,-0.445945408520034,2
신동호,전남,담양군,구시군의장선거,7,3,남,rem,61,,74.43499999999997,False,,2
유능종,경북,구미시,구시군의장선거,7,3,남,con,52,,74.43499999999997,False,,1
서일준,경남,거제시,구시군의장선거,7,2,남,con,53,정당인,74.43499999999997,False,,1
원경희,경기,여주시,구시군의장선거,6,1,남,con,58,,51.225,True,0.13561616260248502,1
이정훈,경남,하동군,구시군의장선거,6,3,남,rem,43,정당인,51.225,False,-1.6094379124341005,1
김일권,경남,양산시,구시군의장선거,7,1,남,rev,66,정당인,74.43499999999997,True,,1
임상오,경기,동두천시,구시군의장선거,6,1,남,con,55,,51.225,False,-0.4985830822568373,1
박순옥,경남,통영시,구시군의장선거,7,3,여,rem,49,,74.43499999999997,False,,1
이창우,서울,동작구,구시군의장선거,7,1,남,rev,47,,74.43499999999997,True,,3
이춘성,경기,오산시,구시군의장선거,5,1,남,con,54,,47.25,False,,2
원경희,경기,여주시,구시군의장선거,7,3,남,rem,62,,74.43499999999997,False,,1
김홍석,부산,기장군,구시군의장선거,6,2,남,rem,53,,51.225,False,,1
이명노,전북,진안군,구시군의장선거,6,2,남,rem,57,,51.225,False,,2
심진택,경기,연천군,구시군의장선거,5,3,남,con,60,,47.25,False,-0.3449412165864507,1
정구복,충북,영동군,구시군의장선거,5,3,남,con,53,정당인,47.25,True,4.595119850134589,1
이건식,전북,김제시,구시군의장선거,6,3,남,rem,69,,51.225,True,-0.2424984581882884,2
구연흥,충북,보은군,구시군의장선거,5,3,남,rem,69,정당인,47.25,False,-2.1465030749486576,1
원경묵,강원,원주시,구시군의장선거,6,1,남,con,55,,51.225,False,-0.08463671710147996,3
이흥수,인천,동구,구시군의장선거,6,1,남,con,53,,51.225,True,-0.1306357190803032,1
김승수,전북,전주시,구시군의장선거,7,1,남,rev,49,,74.43499999999997,True,,2
정하영,경기,김포시,구시군의장선거,7,1,남,rev,55,정당인,74.43499999999997,True,,3
송용순,경기,군포시,구시군의장선거,5,3,여,rev,52,정당인,47.25,False,-2.946758268957532,2
박정달,경남,남해군,구시군의장선거,5,1,남,con,55,정당인,47.25,False,,1
최진봉,부산,중구,구시군의장선거,7,2,남,con,63,,74.43499999999997,False,,1
정상원,부산,동래구,구시군의장선거,5,2,남,rev,47,정당인,47.25,False,0.7536038010319742,1
홍낙표,전북,무주군,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.0554314998274592,2
이태재,경남,거제시,구시군의장선거,5,3,남,rem,51,,47.25,False,-0.8939033936173939,1
김철수,강원,속초시,구시군의장선거,7,1,남,rev,61,정당인,74.43499999999997,True,,1
신우철,전남,완도군,구시군의장선거,6,2,남,rem,61,정당인,51.225,True,,2
한규호,강원,횡성군,구시군의장선거,7,3,남,rem,67,,74.43499999999997,True,,1
김봉수,충남,부여군,구시군의장선거,5,3,남,rev,45,,47.25,False,-3.1393313853214395,1
강요식,서울,구로구,구시군의장선거,7,2,남,con,56,정당인,74.43499999999997,False,,2
