이름,위치,선거구,회,몇번,gender,정당,나이,job,당시여당평가,당선,득표율,학력,과,경력,인지,지역구분
조혜숙,충북,괴산군,,3,여,,58,,74.43499999999997,,-2.6566852965603087,,,False,0.06726741498966847,3
안미선,충북,괴산군,7,3,여,rem,,,74.43499999999997,False,-1.7208120559631688,,행정,,0.004924058496630322,3
이양재,충북,괴산군,7,1,남,rev,59,,74.43499999999997,True,-0.5786639829061172,,,True,0.0018553511447681281,3
장옥자,충북,괴산군,7,2,여,con,55,정당인,74.43499999999997,False,-0.4803748873040311,,,False,0.0011181322304310436,3
,충북,괴산군,7,3,,rem,58,,74.43499999999997,False,-1.2972192747136149,,,False,0.21170249770011354,3
김낙영,충북,괴산군,7,1,남,rev,51,,74.43499999999997,True,-0.8216440873401197,,,False,0.0010894978571300018,3
신송규,충북,괴산군,7,3,남,con,53,,74.43499999999997,False,-0.7241168786371889,,,False,0.00039867075913923184,3
서해구,충북,괴산군,,3,남,con,57,,74.43499999999997,False,-1.8116614032393124,,,False,0.0002983457594198666,3
조명동,충북,괴산군,7,3,남,rem,59,,74.43499999999997,False,-2.2148343444365373,,,False,0.0002978786811950878,3
김인태,충북,괴산군,7,3,남,rem,68,,74.43499999999997,False,-2.25920340776952,,,False,0.5550866352872175,3
이성인,충북,증평군,7,1,남,rev,55,,74.43499999999997,True,-0.500625790330868,,,False,0.013104533588534244,3
우종한,충북,증평군,7,2,남,con,51,,74.43499999999997,False,-0.5986428252232018,,행정,False,0.0005052730246969716,3
박병천,충북,증평군,7,3,남,rem,54,,,False,-1.1445314029328937,,,False,0.003240733872412743,3
최명호,충북,증평군,7,3,남,rev,51,,74.43499999999997,True,-0.6184269010087892,,경영,False,0.022745222102598037,3
장천배,충북,증평군,7,3,남,rev,58,,74.43499999999997,False,,,,False,0.0004961855205209057,3
이동령,충북,증평군,7,2,여,con,53,정당인,74.43499999999997,False,-1.3391960556848277,,행정,False,0.0005301310778128727,3
김태우,충북,증평군,7,3,남,rem,54,,74.43499999999997,False,-1.4665003740930467,,,False,0.9533754190645388,3
이창규,충북,증평군,7,3,남,rev,49,,74.43499999999997,True,-0.6931471805599454,,,False,0.005296112391395325,3
연풍희,충북,증평군,7,3,남,rev,60,,74.43499999999997,False,-0.5335705514466899,,,False,0.0002558880547931685,3
양근모,,증평군,7,2,,,51,,74.43499999999997,False,-1.0943491884235843,,,False,0.00045050130269694364,3
이종담,충남,천안시 서북구,7,3,,rev,50,,74.43499999999997,True,-0.17064128024624953,,,False,0.0006356605071936624,2
김선홍,충남,천안시 서북구,7,3,여,rev,44,정당인,74.43499999999997,False,-1.5210997253982617,,행정,False,0.0035988185504453713,2
윤정현,충남,천안시 서북구,7,2,남,con,49,,74.43499999999997,False,-1.84001944583122,,,False,0.0045920108948550795,2
김주영,충남,천안시 서북구,7,,여,con,49,,74.43499999999997,False,-2.7991644193053293,,,True,0.33682371836824204,2
장혁,충남,천안시 서북구,7,3,남,rem,48,,74.43499999999997,False,-1.7490799406676405,,,False,,2
육종영,충남,천안시 서북구,7,1,남,rev,51,정당인,74.43499999999997,True,-0.1415915099024279,,,False,0.0003363188709482781,2
,충남,천안시 서북구,7,2,남,con,37,,74.43499999999997,False,-0.8585418920852541,서울대,,False,0.004140580860899892,2
주명식,충남,천안시 서북구,7,3,남,con,71,,74.43499999999997,False,-1.865271614077182,,,False,0.0002331852835311225,2
전옥균,충남,천안시 서북구,7,3,남,rev,50,,74.43499999999997,False,-2.4480400658537502,고려대,법,False,0.0006998914992669914,2
엄소영,충남,천안시 서북구,7,3,여,rev,59,,74.43499999999997,True,-0.48080192474428796,,경영,True,0.0014439869602891199,2
배성민,충남,천안시 서북구,7,3,남,rev,45,정당인,74.43499999999997,False,-1.0628634757603126,,법,True,0.005188011540088862,2
이준용,충남,천안시 서북구,7,3,남,con,45,,74.43499999999997,False,-1.7562646158610034,,경영,False,0.013434350974047505,2
,충남,천안시 서북구,7,3,여,con,43,,74.43499999999997,False,-2.8077413973905188,,,,0.09127279079237413,2
이상구,충남,천안시 서북구,7,3,남,con,51,정당인,74.43499999999997,False,-3.1906329938382862,,,True,0.02195936474513079,2
윤예숙,충남,천안시 서북구,7,3,여,rev,52,,74.43499999999997,False,-4.317048456461741,,,False,7.983913554831467e-05,2
전승예,충남,천안시 서북구,7,3,여,rev,49,정당인,74.43499999999997,False,-2.7869111385922443,,,True,6.03689232025546e-05,2
,충남,천안시 서북구,7,1,남,rev,45,,74.43499999999997,True,0.6644620325610869,,정치,False,0.00040014361387626167,2
정도희,충남,천안시 서북구,7,2,남,con,52,,74.43499999999997,False,-1.1113066688644773,고려대,행정,False,0.0005201672723688938,2
이성민,충남,천안시 서북구,7,3,남,con,39,,74.43499999999997,False,-2.4957422277169456,고려대,,False,0.22299037935382096,2
유영채,,천안시 서북구,7,3,남,rev,52,,74.43499999999997,True,-0.3508248426805482,,,False,0.0006166511907369915,2
박남주,충남,,7,3,여,rev,46,정당인,74.43499999999997,False,-1.0968677143634578,,행정,False,0.0012819442889125555,2
김창덕,충남,천안시 서북구,7,2,남,con,32,,,False,-1.373303118751196,,법,False,0.0010283123484070985,2
주일원,충남,천안시 서북구,7,3,남,con,49,,74.43499999999997,False,-2.1327721851337174,,법,False,0.0002028528508425314,2
황천순,충남,천안시 서북구,7,3,남,rev,,,74.43499999999997,True,-0.19644589777723304,,,False,0.0001949805095283892,2
윤미숙,충남,천안시 서북구,7,3,여,rev,56,,74.43499999999997,False,-1.2957370020315002,,,True,0.0033869938356503523,2
이교희,충남,천안시 서북구,7,2,남,con,57,,74.43499999999997,False,-1.257294013854968,,,False,0.00025477918510385565,2
문평환,충남,천안시 서북구,7,3,남,con,56,,74.43499999999997,False,-2.4056434955811934,,,False,8.823654276845003e-05,2
안미희,충남,천안시 동남구,7,1,여,rev,60,,74.43499999999997,True,-0.4320385666843529,,,False,0.0007560335873584974,2
허욱,,천안시 동남구,7,3,남,con,65,,74.43499999999997,False,-1.1870330098414064,,행정,True,0.007366528761170277,2
,충남,천안시 동남구,7,3,남,con,52,,74.43499999999997,False,-1.9469845363338711,,,False,0.00020049297875454869,2
류제국,충남,,7,3,남,con,49,,74.43499999999997,,-1.2516504975829943,서울대,경영,False,0.4874710848886589,2
인치견,충남,천안시 동남구,7,1,남,rev,53,,74.43499999999997,True,0.10316062627182516,,경영,True,0.0005067510173671066,2
권오중,,천안시 동남구,7,3,남,con,,정당인,74.43499999999997,False,-0.8491679731389681,,,False,0.3261568886255018,2
서경원,충남,천안시 동남구,7,3,여,con,69,,74.43499999999997,False,-2.462198852457234,,,False,0.005521716729331344,2
류기철,충남,천안시 동남구,7,3,남,con,51,,74.43499999999997,False,,,경영,True,9.463080110546176e-05,2
복아영,충남,천안시 동남구,7,3,여,rev,,정당인,74.43499999999997,True,-0.4826723518702967,,,True,0.0016935950008115774,2
김각현,충남,천안시 동남구,7,3,남,rev,57,정당인,74.43499999999997,False,-1.2574632360613105,,경제,,0.00037780274134719175,2
이은상,충남,천안시 동남구,7,2,남,con,41,,74.43499999999997,False,-1.2087654996192376,,경영,False,0.14769939427304396,2
도병국,충남,천안시 동남구,7,3,남,con,47,정당인,74.43499999999997,False,-1.9212452215745075,,경영,False,0.0007527150750880065,2
정조희,충남,천안시 동남구,,3,남,rem,52,,74.43499999999997,False,-4.552876860266223,,,False,0.0010679344720911981,2
김선태,충남,천안시 동남구,7,1,남,rev,48,,74.43499999999997,True,0.3973728579359637,,법,False,0.015220005906832257,2
김행금,,천안시 동남구,7,2,여,con,64,,74.43499999999997,False,-0.8663802543186409,,법,True,0.00033224724837814236,2
이우경,,,,3,남,con,49,,74.43499999999997,False,-2.3714509722908463,,법,True,0.00478217789315986,2
서승열,충남,공주시,7,3,남,,55,,74.43499999999997,True,-0.9449838075179784,,경제,False,7.707208920487333e-05,1
우영길,충남,공주시,7,3,남,rev,69,,74.43499999999997,False,-1.5495041576832775,,,False,5.547589861583557e-05,1
김경수,충남,공주시,7,2,남,con,53,,74.43499999999997,False,-1.3843218442070722,,,False,0.5523074228245727,1
김성일,충남,공주시,7,3,남,,57,,74.43499999999997,False,-3.4335526580361573,,,False,0.014927133177240162,1
윤홍중,충남,,7,3,남,rem,,,74.43499999999997,,-1.8963132079159408,,경영,False,4.219207250333304e-05,1
정연승,충남,,7,3,남,rem,55,,74.43499999999997,False,-1.8293494580077927,,,False,0.00039598401630266917,
이상표,충남,공주시,7,3,남,rev,53,,74.43499999999997,True,-0.7937532867704408,,행정,,0.0002383722899215319,1
김영미,충남,공주시,7,,여,rev,47,,74.43499999999997,False,-1.5786905158953792,,행정,False,0.0654825145264461,1
이창선,충남,공주시,7,3,,con,58,,74.43499999999997,False,-1.330479582013494,,,False,0.002381262508837921,1
박기영,충남,공주시,7,3,남,con,61,,74.43499999999997,False,-1.5321122175953863,,행정,False,0.2830007279511842,1
박노선,충남,공주시,7,3,남,con,62,정당인,74.43499999999997,False,-2.9847061918745377,,,True,0.00013083221851173474,1
박노필,충남,공주시,7,3,남,rem,47,,74.43499999999997,False,,,,False,3.6272957876350125e-05,1
이재룡,충남,공주시,,1,남,rev,58,,74.43499999999997,True,-0.7186737972910974,,,False,0.04999556004063413,1
이맹석,충남,공주시,7,3,,con,55,,74.43499999999997,False,-1.1219206506982176,,,False,7.837234778402018e-05,1
한상규,충남,공주시,7,3,남,con,54,,74.43499999999997,False,-1.4068415320711978,,,False,0.02311698323463033,1
이해선,충남,공주시,7,3,남,con,61,,74.43499999999997,False,-1.7650483721957002,,,True,0.0020875492170842197,1
오동호,충남,공주시,7,3,남,rem,59,,74.43499999999997,False,,,,False,0.0005646834586445416,1
임달희,충남,공주시,7,3,남,rev,43,,74.43499999999997,True,-1.1720868282295491,,,False,0.00017071311522896842,1
이종운,충남,공주시,7,3,남,rev,59,정당인,74.43499999999997,False,-1.7238275331748982,,,False,0.00174713557521971,1
배찬식,충남,공주시,7,3,남,rev,54,,74.43499999999997,False,-2.133298358762893,,법,False,8.877126939513866e-05,1
송영월,충남,공주시,7,3,여,con,52,,74.43499999999997,False,-2.0622491411394632,,경영,True,8.478084579149847e-05,
오연근,충남,공주시,7,3,남,con,48,,74.43499999999997,False,-1.962713526669677,,경영,False,0.00013869599299073506,1
이인배,충남,공주시,7,3,남,con,54,,74.43499999999997,False,-2.2817427609012406,,행정,False,0.00044215514741444806,1
박병수,충남,공주시,7,3,,rem,67,,74.43499999999997,False,-1.8444456036996093,,행정,False,0.002409337223965007,1
문석주,충남,보령시,,3,남,rev,52,,74.43499999999997,True,-1.5225896832035015,,,False,0.00034484345836589586,1
박상규,충남,보령시,7,3,남,rev,59,,74.43499999999997,False,,,경영,False,0.011187536039712,1
박금순,충남,보령시,,3,여,con,62,정당인,74.43499999999997,False,-1.7355878164253318,,,False,0.0005187010377750317,1
박상모,충남,보령시,7,3,남,con,55,,74.43499999999997,False,-1.3860323638256975,,,False,0.00011736413384977792,1
이택영,충남,보령시,7,3,남,con,60,,74.43499999999997,False,-2.057154326033075,,,False,7.075079015344235e-05,1
신순철,충남,보령시,7,3,남,con,33,,74.43499999999997,False,-3.7433361686107616,,,False,0.00024540225935255325,1
백성현,충남,보령시,7,3,남,rem,59,,,False,-1.9828314411320511,,,False,0.19238837108765175,
이흥원,충남,보령시,7,3,남,rem,55,,74.43499999999997,False,-2.581164290693227,,행정,False,5.3410877445327556e-05,1
한동인,충남,보령시,7,3,남,rev,52,,74.43499999999997,True,-0.8756564602754197,,,False,0.00011043371963754448,1
박상신,충남,보령시,7,3,남,rev,59,,74.43499999999997,False,-1.5978553446949666,,,False,0.0008311828645120165,1
서경옥,충남,,7,3,여,con,,정당인,74.43499999999997,False,-1.9892969374120617,,,True,6.241874971833454e-05,1
김정훈,충남,보령시,,3,남,con,47,,74.43499999999997,False,-1.2529226916422536,,,False,0.5913801528381167,1
김병철,충남,보령시,7,3,남,rem,49,,74.43499999999997,False,-1.7128453024710446,,,True,0.17995584643698784,1
강인순,충남,보령시,7,3,여,rev,56,,74.43499999999997,False,-1.7043435205731516,,,False,0.000273451593877916,1
김홍기,충남,보령시,7,3,남,rev,49,,74.43499999999997,True,-1.3850109384838294,,,False,0.005633226581211231,1
김충호,충남,보령시,7,3,남,con,,,74.43499999999997,False,-1.5730075229335798,,,False,0.0006738986609420668,1
임영재,충남,보령시,7,3,남,con,56,,74.43499999999997,False,,,,False,,1
이상학,,보령시,7,3,남,con,57,,74.43499999999997,False,-2.4442558327084654,,행정,True,0.002103486950859899,1
박상배,충남,보령시,7,3,남,,59,,74.43499999999997,False,-1.5760185208449056,,,False,0.0015946510629240955,1
조성철,충남,보령시,7,3,남,rev,40,,74.43499999999997,True,-0.9888178402240916,,,False,0.001071679327747838,1
최용식,충남,보령시,7,3,남,rev,50,,74.43499999999997,False,,,행정,False,0.0008194367495815861,1
최주경,충남,보령시,7,3,여,con,57,,74.43499999999997,False,-1.7940592019395862,,경영,False,8.503213525935284e-05,1
임기혁,충남,보령시,7,3,남,con,52,,74.43499999999997,False,-2.393724628049408,,행정,False,6.473104745844573e-05,1
최은순,충남,보령시,7,3,여,con,58,,74.43499999999997,False,-1.9573388448789362,,,False,0.0004409334623391625,1
박병국,충남,보령시,7,3,,,69,정당인,74.43499999999997,False,,,,False,0.0003432362183532457,1
김종학,충남,보령시,7,3,남,con,58,,74.43499999999997,False,-2.7906948624346617,,,False,0.00911172478734797,1
최재영,,아산시,7,3,남,rev,55,,74.43499999999997,True,-0.5750374171894383,,,False,0.007107329595922817,1
조미경,충남,아산시,7,3,,rev,46,,74.43499999999997,False,-1.9275537023420557,,,,0.0073215186596279624,1
장기승,충남,아산시,7,3,남,con,57,정당인,74.43499999999997,False,-1.5204201272117497,,,True,0.0005559993409977968,1
이영해,충남,아산시,7,3,여,con,46,,74.43499999999997,False,-2.224058120544856,,경영,False,0.0012011617073595705,1
오안영,충남,아산시,7,3,남,con,54,,74.43499999999997,False,-2.7076759814308984,,,False,0.00010253651005067296,1
정공철,충남,아산시,7,3,남,rem,52,,74.43499999999997,False,-3.0540880344992347,,행정,False,0.00010065472412456088,1
성시열,충남,아산시,7,3,남,rem,54,,74.43499999999997,False,-2.4833180871028624,,,False,0.00016350076453941565,1
홍성표,충남,아산시,,3,남,rev,48,,74.43499999999997,True,-0.7405502192520205,,,True,0.003500978782068264,1
김영애,,아산시,7,3,,rev,50,,74.43499999999997,False,-1.4069917709491488,,,True,0.7060894458944564,1
황재만,충남,아산시,,3,남,rev,,,74.43499999999997,False,-1.999474349552185,,경영,False,0.00048127676242736543,1
맹의석,충남,아산시,7,3,남,,48,,74.43499999999997,False,-1.7015708471815163,,경영,False,0.00016760765876131414,1
유명근,충남,아산시,7,3,남,con,61,,74.43499999999997,False,-2.0281987440541918,,,False,0.00013131105823696517,1
윤효석,충남,아산시,,3,남,con,63,,74.43499999999997,,-3.0114522970351283,,행정,False,,1
김희영,충남,아산시,7,3,여,rev,50,,74.43499999999997,True,-0.7610025726165256,,,False,0.24845464411991414,1
이상덕,충남,아산시,7,,남,rev,45,,74.43499999999997,False,-1.2576057820999749,,,,0.003130380374476189,1
전남수,충남,아산시,7,3,남,con,49,,74.43499999999997,False,-1.6083826185824124,,행정,False,,1
현인배,,아산시,7,3,남,con,59,,74.43499999999997,False,-1.890392201708602,,,False,0.00016559587585189716,1
김영숙,충남,아산시,7,3,여,con,49,정당인,74.43499999999997,False,-2.708212000309747,,법,False,0.007360265789699357,1
황환철,충남,아산시,7,3,남,rev,48,,74.43499999999997,False,-2.8891556409990766,,,True,0.0004250563236099264,1
김미영,충남,아산시,7,3,여,rev,36,,74.43499999999997,True,-0.6391690732137792,,,False,0.010207909523584822,1
안정근,충남,아산시,7,3,남,rev,36,정당인,74.43499999999997,False,-1.1531361746733908,,,True,,1
심상복,충남,아산시,7,2,남,con,61,,,False,-1.3874281718949737,,경영,False,0.00048632659178691535,1
장범식,충남,아산시,7,3,남,con,58,,74.43499999999997,False,-2.4635981803763563,,법,,0.00025470423082101347,1
이근하,충남,아산시,7,3,여,rev,43,정당인,74.43499999999997,False,-2.0543738217960663,,,True,0.0008783971187320578,1
안효돈,충남,서산시,7,3,남,rev,55,,74.43499999999997,True,-0.32908548111677804,,,False,0.000502155581371656,1
강문수,충남,서산시,7,3,남,rev,69,,74.43499999999997,False,-1.5614443126899695,,,False,0.0017385085460545962,1
장갑순,충남,서산시,7,3,남,con,56,,74.43499999999997,False,-1.2408271255722685,,,False,0.0004015318967650713,1
안동석,,서산시,7,3,남,con,63,,74.43499999999997,,-1.906742528901069,,,False,0.0002866780689057745,1
최기정,충남,서산시,7,3,남,rev,36,,74.43499999999997,True,-0.8593860491211541,,,True,0.002779603764720125,1
이연희,충남,서산시,7,3,여,rev,48,,74.43499999999997,False,-1.4777325354909674,,행정,False,0.8336357637063021,1
안원기,,서산시,7,2,남,con,57,,74.43499999999997,False,-1.5355046378151154,,,True,0.00029611260323676296,1
남건우,충남,서산시,7,3,남,con,55,,74.43499999999997,False,-1.8899494143392648,,경영,False,0.0011206773464533747,1
김후제,충남,서산시,7,3,남,rev,31,정당인,74.43499999999997,False,-2.6445211556443207,,,False,0.0003521500491970439,1
최동묵,충남,서산시,7,3,남,rem,45,,74.43499999999997,False,-2.0361811112823576,,,False,0.00039576541916885535,1
이수의,충남,,7,1,남,rev,58,,74.43499999999997,True,-0.6458386768100832,,,False,0.000289199356937141,1
가충순,충남,서산시,7,3,남,con,53,,74.43499999999997,False,-1.1472774606493907,,,,0.00028310234881098484,1
이만호,충남,서산시,7,3,남,con,55,,74.43499999999997,False,-1.6465560508553163,,,False,0.0035046611269036443,1
윤영득,충남,서산시,7,3,남,con,61,정당인,74.43499999999997,False,-1.7271790448450717,,행정,False,0.0001786076823780104,1
최원묵,충남,서산시,7,3,남,rev,62,,74.43499999999997,False,-2.7915981891934614,,행정,False,0.00017606917118818407,1
최일용,충남,서산시,7,1,남,rev,,,74.43499999999997,True,-0.25891138837803057,,경영,False,0.00045838066920029434,1
김기욱,충남,서산시,7,3,남,con,56,,74.43499999999997,False,-1.304987985341154,,경영,False,0.09439330509322544,1
김맹호,충남,서산시,7,3,남,con,52,,74.43499999999997,False,-1.268077529211973,고려대,,False,0.00025389239810270583,1
한상태,충남,서산시,7,3,남,con,49,,74.43499999999997,False,-2.369919557328432,,,False,0.0014771124580643196,1
임재관,충남,서산시,7,1,남,rev,55,,74.43499999999997,True,-0.26544509818825923,,법,,0.0007125610529399736,1
조동식,충남,서산시,7,3,남,con,62,,74.43499999999997,False,-1.1812363305754057,,,True,0.0010474364127691102,1
이철수,충남,서산시,7,3,남,con,68,정당인,74.43499999999997,False,-1.7456635141423145,,행정,False,0.01121656585338852,1
김동주,충남,서산시,7,3,남,con,61,,,False,-3.3685604523491337,,,False,0.04424464066146324,1
조정상,,서산시,,3,남,rev,43,,74.43499999999997,False,-1.990156779644037,서울대,,False,0.0002555187324532445,1
송낙문,충남,태안군,7,3,남,rev,55,,74.43499999999997,True,-1.5091815045664283,,,True,0.0010260649498507112,1
김기두,충남,태안군,7,3,남,rev,47,,74.43499999999997,False,-1.554901403834827,,법,False,0.7994226190703061,1
이용희,충남,태안군,7,3,여,con,70,,74.43499999999997,False,-2.060112270840144,,,False,0.019977344324710964,1
임해환,충남,태안군,7,,남,con,,,74.43499999999997,False,-2.120354565283946,,,False,0.0006194503927907608,1
차윤선,충남,태안군,7,3,여,rem,47,,74.43499999999997,False,-2.5158430210810083,,,False,,1
,,태안군,7,3,남,rem,48,,,False,-1.8266688374258224,,행정,False,0.0288315131602302,
조혁,충남,태안군,7,3,남,rem,55,,74.43499999999997,False,-2.138840489562715,,,False,0.002431408178611929,1
고동준,,태안군,7,3,남,rem,59,,74.43499999999997,False,-4.4193836165721265,,,False,,1
장영숙,충남,태안군,7,3,여,rem,49,,74.43499999999997,False,-3.049181109471073,,행정,False,0.0037023102129578322,1
김종욱,충남,태안군,7,3,남,rev,65,,74.43499999999997,True,-1.3596854167563808,,,True,0.046160772342884064,1
신경철,,태안군,7,3,남,rev,60,,74.43499999999997,False,-1.5929604898115828,,,False,0.011085537083752244,1
박용성,충남,태안군,7,3,남,rev,52,,74.43499999999997,False,-1.461660444572712,,,True,0.060057024199059575,1
김진권,충남,태안군,7,3,남,con,57,,74.43499999999997,False,-1.6126689330155468,,,False,0.00867848586467919,1
윤대희,충남,태안군,7,3,남,con,62,,74.43499999999997,,-2.6081592785661027,,법,True,0.006213872649144843,1
국현민,충남,태안군,7,3,남,con,58,정당인,74.43499999999997,False,-2.7609636229103023,,,True,0.00022395888155500278,1
박남규,충남,태안군,7,3,남,rem,,,74.43499999999997,False,-2.2655438213136967,,,False,0.01042491171275752,1
안기전,충남,금산군,7,3,남,rev,57,,74.43499999999997,True,-1.0966593097554724,,경영,False,0.005694623678191932,1
,충남,금산군,7,3,남,rev,57,,74.43499999999997,False,-1.6707449809530248,,,False,0.07057875450600991,1
김왕수,충남,금산군,7,3,남,con,63,,74.43499999999997,False,-1.60903215061072,,,False,0.005414021114730732,1
황귀열,충남,금산군,7,3,여,con,56,,74.43499999999997,False,-2.361199462621007,,,False,0.0031757564094210514,1
길태호,충남,금산군,7,3,남,rev,46,정당인,74.43499999999997,False,-2.3990025563760717,,,True,0.003115016590156464,1
심정수,충남,금산군,7,3,남,rem,66,,74.43499999999997,False,-1.2835717418651156,,,True,0.15371434497888978,1
신민주,충남,금산군,7,3,남,rev,52,,74.43499999999997,True,-1.077758066658702,,,False,0.1584520181349336,1
김종학,충남,금산군,7,3,남,rev,56,,74.43499999999997,False,-0.8784257755148736,,행정,,0.52557474805322,1
,충남,금산군,7,3,남,con,62,,74.43499999999997,False,-1.4632251798188796,,,False,0.00317368611945285,1
최명수,충남,금산군,,3,남,con,60,,74.43499999999997,False,-1.9713063730365068,,법,False,0.06701883992144796,1
김범구,충남,,7,3,남,rem,53,,74.43499999999997,False,-2.2413717105017903,고려대,경제,False,0.0040881904935458156,1
조배식,충남,논산시,7,3,남,rev,57,,,True,-0.6804341473746284,,,False,0.0001791760498803175,
여운천,충남,논산시,,3,남,rev,67,,74.43499999999997,False,-1.3521728697068105,,,False,9.973169031018293e-05,1
이계천,충남,논산시,7,3,남,con,55,,74.43499999999997,False,-0.8815369337365148,,경영,False,0.0004990493294528545,1
조정호,충남,논산시,,3,남,con,36,,74.43499999999997,False,-2.4281286521279357,,,False,0.044498606238485686,1
김현태,충남,논산시,7,3,남,rem,59,,74.43499999999997,False,-3.2976870052924903,,법,False,0.017468092582628783,1
김진호,충남,논산시,7,3,남,rev,55,,74.43499999999997,True,-0.7776404682838304,,,False,0.08278114704337332,1
구본선,충남,논산시,7,3,남,rev,55,,74.43499999999997,False,-1.212696853884347,,경영,False,0.0012245708067134438,1
민병춘,충남,논산시,7,3,여,rev,58,,74.43499999999997,False,-2.047787684532716,,행정,False,0.00023180291869250323,1
박승용,충남,논산시,7,3,남,con,,,74.43499999999997,False,-1.3819134993807427,,,False,0.0007966776048657914,1
최상덕,충남,논산시,7,3,남,con,51,,74.43499999999997,False,-2.37330519148635,,,False,0.0011074045954413683,1
,충남,논산시,7,3,남,rem,57,,74.43499999999997,False,-4.431232434299223,,,False,5.247323797564925e-05,1
서원,충남,논산시,7,,남,rev,44,,74.43499999999997,True,-0.6245662523239215,,,True,0.2649457623676942,1
조용훈,충남,논산시,7,3,남,rev,54,,74.43499999999997,False,-0.8231578267643862,,,False,0.00257736065518817,1
전낙운,충남,논산시,7,3,남,con,62,정당인,74.43499999999997,False,-1.463318973501644,,,True,,1
허명숙,충남,논산시,7,3,여,con,61,,74.43499999999997,False,,,,True,0.00013961090112078728,1
최정숙,충남,논산시,7,3,여,rev,60,,74.43499999999997,True,-1.1576927065869589,,,False,0.0016892352303869086,
김만중,충남,논산시,7,3,,rev,57,,74.43499999999997,False,-1.06586116853109,,,False,0.006819080950552306,1
정윤순,충남,,7,3,남,rev,55,,74.43499999999997,False,-2.076516707772589,,,False,0.00012349570095902178,1
김남충,충남,논산시,7,3,남,con,,,74.43499999999997,False,-1.7528274018915813,,,False,8.14257001401751e-05,1
이영우,충남,논산시,7,3,남,con,55,,74.43499999999997,False,-2.076516707772589,,,False,0.008182912915540411,1
김광석,충남,논산시,7,3,남,con,38,,74.43499999999997,False,-2.4874067519007594,,,False,0.566274790256177,1
박춘엽,충남,계룡시,7,3,남,rev,61,정당인,74.43499999999997,True,-1.573940424930614,,행정,False,0.0008182912340392355,1
강웅규,충남,계룡시,,3,남,rev,46,,74.43499999999997,,-2.04356760277695,고려대,경영,False,0.0007321549993429287,1
최헌묵,충남,계룡시,7,3,남,rev,51,,74.43499999999997,False,-2.0806711004232077,,정치,False,0.0008060315882520665,1
이정기,충남,계룡시,7,3,남,con,64,,74.43499999999997,False,-2.323267685148416,,,False,0.010989710037920295,1
김용락,충남,계룡시,7,3,남,con,52,,74.43499999999997,False,-2.6572246335707077,,,False,0.0025646279042458365,1
허남영,충남,계룡시,7,3,여,con,59,,74.43499999999997,,-2.0236399552726,,,False,0.001070932120720189,1
,충남,계룡시,7,3,남,con,55,,74.43499999999997,False,-2.3010639366221066,고려대,경영,False,0.007098353801839272,1
조광국,충남,계룡시,7,3,남,con,52,,74.43499999999997,False,-2.310783836773827,고려대,법,False,0.0005197992483600591,1
김미경,충남,계룡시,7,3,여,rem,54,,74.43499999999997,False,-2.3652133938754982,,행정,False,0.9103919257858804,1
김세민,충남,계룡시,7,3,남,,57,,74.43499999999997,False,-4.008149178749799,,경영,False,0.008061042220268962,1
이청환,충남,계룡시,7,3,남,rev,49,,74.43499999999997,True,-0.8281690502908106,,,False,0.0005979260888787447,1
유은상,충남,계룡시,7,3,,rev,49,,74.43499999999997,False,-1.6053042026065871,,법,False,0.002587367169461827,1
신동원,충남,계룡시,7,2,,con,48,,74.43499999999997,False,-1.2785643920615049,,,False,0.01352793317327872,
한민희,충남,계룡시,7,3,남,con,52,,74.43499999999997,False,-2.7211940131165826,,,True,0.039549679834929664,1
윤차원,충남,계룡시,7,3,남,rem,64,,74.43499999999997,False,-1.200008120812215,,행정,False,0.0006842247925819483,1
김기재,충남,당진시,7,3,남,rev,43,정당인,74.43499999999997,True,-0.5625828105388286,,,False,0.001682199052296499,2
조상연,충남,당진시,7,3,남,rev,54,정당인,74.43499999999997,False,-1.6241440598237955,,,False,,2
서영훈,충남,당진시,7,3,남,con,52,,74.43499999999997,False,-1.3299470828376114,,행정,False,0.0027556693248447822,2
편명희,충남,당진시,7,3,여,con,71,,74.43499999999997,False,-2.609002677318291,,,False,0.0001755693983026109,2
이태용,충남,당진시,7,3,남,con,55,,74.43499999999997,False,-2.7105306302477596,,,True,0.011074958563138929,2
최창용,충남,당진시,7,3,남,rem,61,,74.43499999999997,False,-2.286324572122265,,,False,0.0005267154467574563,2
임종억,충남,당진시,7,3,남,rev,64,,74.43499999999997,True,-1.1211224204982009,,,True,0.00029742324398218244,2
김덕연,충남,당진시,7,3,남,rev,54,정당인,74.43499999999997,False,-1.4388081086081663,,경영,False,0.00026478182168379155,2
이종윤,,당진시,7,3,남,con,65,,74.43499999999997,False,-0.9959050175202468,,,False,0.0039961889113326494,2
김영철,충남,당진시,7,3,남,con,62,,74.43499999999997,False,-2.3683805637774067,,,False,0.8674956540534319,
백종선,충남,당진시,7,3,남,rem,55,,74.43499999999997,,-1.8642281160400456,,,False,0.002555479199886988,2
김명진,충남,당진시,7,,남,rev,57,정당인,74.43499999999997,True,-1.0512128356341688,,경제,,0.018796416565766947,2
황선숙,충남,당진시,7,3,여,rev,56,,74.43499999999997,False,-1.5427930958505731,,경영,False,0.006615229583214193,2
정상영,충남,당진시,7,3,남,con,60,,74.43499999999997,False,-1.0465712068682638,,경영,False,0.0115700878557286,2
